;id;created_at;text;sentiment
127;302089;2020-05-06 02:32:50+00:00;RT @SeekingAlpha: $ATVI - Activision Blizzard, Inc. 2020 Q1 - Results - Earnings Call Presentation. https://t.co/XB1qhvvJBu #finance #busin…;neutral
784;541705;2020-06-16 15:00:24+00:00;"Amidst the repercussions of the #coronavirus // #COVID19 - get informed, be #educated & stay ahead of the crowd.

SUBSCRIBE TODAY: https://t.co/qBGEqptFRE #microcaps #stocks #microcapstocks #stockmarket https://t.co/dXV6LvMnZc";neutral
194;131549;2020-04-20 13:35:17+00:00;Enterprise Products Partners L.P. $EPD Sees Large Decrease in Short Interest https://t.co/4XTi2xIMIJ #stocks;negative
1039;285674;2020-05-05 12:00:07+00:00;"#DumbMickey
In Sturges, Sullivan's Travels,  Joel  McCrea in seeing a Mickey Mouse cartoon realizes the true aim and purpose of comedy or entertainment. $DIS has absolutely no clue - the reason Di will end up a dog and $NFLX, which has adopted Disney's old motto, shall shine. https://t.co/9FSb8l5pzP";positive
146;833499;2020-07-09 11:24:41+00:00;RT @NTMarketscom: #Chinese media tries to cool overheated #stocks. State media in China urges ‘respect’ for the market. Gold breaches $1800…;positive
892;93536;2020-04-17 23:17:32+00:00;RT @jenny_hegel: Find great deals on Sale Electronics at Kohl's today!  #tech #technology #facebook #stocks #apple #company #business #game…;positive
1087;918746;2020-07-15 10:11:24+00:00;"UnitedHealth posts revenue at $62.1B in Q2, up 2.5% on an annual basis
$UNH
https://t.co/ocIXXSEUIq";neutral
295;435056;2020-06-06 18:57:02+00:00;RT @randywhorton: Coming Up: #DayTrading Talks & Tips with a special guest. (Sonja) #Live June 8 2020 at 8:PM Riyadh Time (1:PM EST). #Stoc…;neutral
321;132249;2020-04-20 12:56:27+00:00;Ascendis Pharma A/S $ASND Given New $219.00 Price Target at Oppenheimer https://t.co/DNYoPfBPv6 #stocks;neutral
499;336552;2020-05-28 20:34:06+00:00;"RT @JRamsbunctious: $GMGI continues to climb and longterm #investors are loving the consistent gains. 

#investment #investments #stocks ht…";positive
1263;393610;2020-06-03 23:16:00+00:00;"$TIF Tiffany Option Alert: Jan 15 $90 Puts at the Bid: 1500 @ $6.0 vs 7917 OI; Earnings 6/16 Before Open [est] Ref=$114.0 [6/3/2020, 2:50:13 PM] [+$500k Sweeps Above Midpoint] Other Sweeps on: $FEYE $ALT $MGM $CSTM $V $CHEF $CLF $PPC $BABA $RDFN $NKE $ESPR";neutral
199;688546;2020-06-28 21:30:26+00:00;"Adobe - Daily
#SP500 
Short Term: $410 / $440.
Medium Term: $390 / $440.
Long Term: $380 / $440.
Bullish:
Short Term: > $412.
Medium Term: > $305.
Long Term: > $280.
Awaiting correction to $410.";positive
1156;824472;2020-07-09 19:48:24+00:00;Head-To-Head Comparison: America Movil SAB de CV ADR Series L $AMX and Liberty Sirius XM Group Series A $LSXMA https://t.co/8A4HKbvmpS #stocks;neutral
382;749519;2020-07-02 17:00:18+00:00;"RT @FXCM_MarketData: #SPX500 SSI is at -2.88

Risk Warning: Losses can exceed deposits.
Disclaimer: Past performance is not indicative of f…";negative
1186;427793;2020-06-05 13:35:37+00:00;$AMZN is red right now. Probably nothing.;negative
369;36128;2020-04-13 18:37:30+00:00;"RT @KobeissiLetter: S&P 500: Counter-trend rally #2 stalls as 2820 supply imbalance drove $SPX below 2750.

We are now watching the 2710 ke…";negative
783;761294;2020-07-03 16:50:31+00:00;$AAPL - Apple's Handwriting On The Wall For Intel And AMD. https://t.co/wGimZoIpp4  - 1,324% profits - 1/2 in $$ - last 14 years - buy #AIM #investing book, get free newsltr & learn how - https://t.co/CzS5PXZWco - https://t.co/IHjBPabNd1 - like $AAPL;positive
417;209572;2020-04-26 00:25:37+00:00;Analysts Anticipate Pentair PLC $PNR to Announce $0.44 Earnings Per Share https://t.co/tiXqVblfr3 #stocks;positive
130;184851;2020-04-24 18:02:00+00:00;RT @SeekingAlpha: $LULU - Lululemon: Running Towards Success. https://t.co/QOqNIuLzQH #stocks #business #stockmarket;positive
200;500876;2020-06-11 15:29:09+00:00;Zacks: Analysts Anticipate Sutro Biopharma Inc $STRO to Announce -$0.59 Earnings Per Share https://t.co/sXc14slHRn #stocks;negative
939;411977;2020-06-04 17:32:08+00:00;Awesome trade on $INO and $BAC!;positive
474;288655;2020-05-05 02:49:00+00:00;@chrissyfarr @zbiotech Good news for health insurers $UNH $ANTM $HUM $CI They will mint more money now💰;positive
434;509776;2020-06-13 17:22:51+00:00;purchases today using 2020 Vision for 2040 Relaxation:  $PPL, $MO, and $XOM all in my #RothIRA. #investing;positive
899;289654;2020-05-05 00:03:01+00:00;@semodough $DIS would cost over $200 B. Actually, it is likely that the cash is in wrong places. They have consistently been borrowing to fund dividends;negative
77;209826;2020-04-27 23:35:31+00:00;$SPX Implied Volatility expiration 05/15/2020 #maxpain #options https://t.co/tFrmDjCFsa https://t.co/Nz0K9K6U6b;negative
1288;684178;2020-06-27 13:30:35+00:00;RT @AnthonyQuintano: This is Facebook stock right now $FB https://t.co/O4JubFiEA0;neutral
1249;822525;2020-07-09 22:28:26+00:00;"News Alert: FSD Pharma -Applying for an I.N.D. for its compound to Treat COVID-19 Patients $HUGE

https://t.co/gMuscqItVQ 

$AZN $CASBF $GSK $INO $JNJ $MRK $MRNA $NVAX $PFE $SAN

#astrazeneca #GSK #INO #JNJ #Merck #moderna #Novavax #Pfizer #sanofi #nasdaq #biontech";positive
121;665300;2020-06-26 21:37:37+00:00;Amazon Workers Urge Bezos to Match His Words on Race With Actions by @KYWeise @nytimes https://t.co/PZMuT3SRR9 more evidence that #Amazon Faces A Crucible Moment With Employees https://t.co/0C1avTwLKq $AMZN;positive
486;562480;2020-06-17 01:36:58+00:00;"RT @crushthemarket: I Think A Better Question Is How Far Will The #FED Allow #Stocks To Fall Before They Add To #QE? ""How Far Will The Fed…";positive
750;718356;2020-06-30 15:33:46+00:00;More updates for the $SPY trades and comments on the $SPX at 11:32 AM https://t.co/aGpd3sXof2;neutral
790;510774;2020-06-13 14:40:12+00:00;Gartner Inc $IT Sees Large Decline in Short Interest https://t.co/ryBGQzbylC #stocks;negative
1092;194711;2020-04-24 01:02:02+00:00;EURUSD Rebounds and Extends Gain to the Region of 1.0900 Level #stocks #trading ... https://t.co/znauJngpRT;positive
991;879655;2020-07-13 15:04:52+00:00;"RT @Madison89421615: $GOLD / $SILVER 50MA Bounce (Weekly)

$work $docu $okta $msft $aapl $fb $amzn $nflx $googl $spot $twlo $twtr $uber $ly…";positive
869;510295;2020-06-13 16:00:20+00:00;$SPX earnings estimates by analysts for next 12 months (Y0) only project a 4.3% drop. https://t.co/uJXQhSvVBM;negative
220;202763;2020-04-26 23:11:46+00:00;"RT @TrueCrypto28: #BTC is not a Store of Value, right?

             4/26/19   4/26/20

$BTC    $5155     $7500  +45%

$GOLD $1285    $1727…";neutral
696;619736;2020-06-23 21:33:38+00:00;"$IBIO is an ideal play on the COVID-19 outbreak.

$NNVC $MRNA $INO $GILD $NWBO $AVXL $TOMZ $AMRN $ACST

#biotech #news #stocks #ibio #coronavirus #covid19 #pennystocks

https://t.co/sVKkk51ueO";positive
913;321326;2020-05-08 15:51:15+00:00;$AAPL took some 1/2 at 1.0. https://t.co/KnPX23IWoF;neutral
94;572615;2020-06-18 10:41:36+00:00;Cerus Co. $CERS to Post FY2020 Earnings of -$0.44 Per Share, Cantor Fitzgerald Forecasts https://t.co/IaND4ABRzj #stocks;negative
663;842201;2020-07-10 18:50:52+00:00;$ES_F $SPY $VXX $NYSE #SP500 #stockmarket #marketinternals #forex #markets #equitymarket #investing #equities #Futures #Trading Recap: Today's trading report bias+1 bullish sent 7/10/20 8:50 AM (ET) upper target+5 at $3168 cash high $3168.5 https://t.co/sf0iBaMU5s https://t.co/pCVl82Vo6G;positive
451;666164;2020-06-26 20:32:57+00:00;Around 90% of the world’s fish stocks are being overfished #Fish #Stocks #Fails #Trend https://t.co/uvYMZTRpvq;negative
611;146860;2020-04-21 11:47:11+00:00;#Stocks starting to break down further as I outlined in this weekend video. Indices getting close to levels where technical selling could take hold again. Bulls must remain patient as this could get ugly quickly https://t.co/mKYMbE4arG;negative
160;372215;2020-06-01 19:23:23+00:00;RT @OrdOracle: McClellan Summation index >+600 is bullish intermediate term sign.  Turns down before reaching +600 has been an intermediate…;positive
301;712006;2020-06-30 22:06:11+00:00;$spy $spx $ES_F if markets base on weekly charts thursday, yall are in for a treat next week;positive
79;789540;2020-07-06 02:31:16+00:00;"$GOOG $AAPL $SPY $AMZN $TDOC $TSLA $COST $BA $NFLX $NVDA $TWTR $ZM $BABA $FB $DOW $MSFT $QQQ $BB
To enhance your experience in trading and get instant help click here https://t.co/waJXnpA7xo https://t.co/p94fTX4VO5";positive
212;317228;2020-05-08 20:35:54+00:00;RT @Breedlove22: #Bitcoin denominated SP500: This is what happens to your favorite stock when pricing it in the most honest and fastest mon…;positive
831;297313;2020-05-06 13:52:02+00:00;$msft The gift that keeps on giving.;positive
516;39243;2020-04-13 15:09:07+00:00;Imagine being #Mnuchin or #Kudlow at the moment, trying to explain to the dumbest man that's ever occupied the White House what would happen if he fired #DrFauci. Ever have a migraine? Ever develop a nervous tick? $SPX $NDX $IWM;negative
387;449399;2020-06-08 19:40:49+00:00;"RT @DrewSpavy: The space industry is growing rapidly. Here's a few stocks for thought...

#space #investing #stocks #StockMarket #FutureTec…";positive
1298;580441;2020-06-19 17:56:57+00:00;$AAPL $QQQ Top may now be in. https://t.co/iNKWb0TXUS;positive
503;241954;2020-04-29 20:19:11+00:00;Long $FB https://t.co/doXfAKVWDP;positive
661;598505;2020-06-21 21:16:25+00:00;"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

Best signals channel ever : https://t.co/ZCdNusdOPO

#CRYPTO #stocks $BTC $ETH #FB #fx #forextrading #USOIL #forexsignal #GBPUSD #AAPL #Forex $BTC #XAUUSD #EURUSD 870428730 https://t.co/vDtmCTqcCC";positive
1176;559786;2020-06-17 09:36:52+00:00;9 Investment Pitfalls #Investing #Retirement #StockMarket #FinancialPlanning #Stocks Download our free white paper https://t.co/aPklwNhlpu https://t.co/aem8LenKol;positive
67;270008;2020-05-04 12:58:35+00:00;@CNBCFastMoney $AAPL-- DUMP DUMP. OVERVALUED AND EXPENSIVE JUNK.;negative
964;191332;2020-04-24 10:30:02+00:00;https://t.co/IQibAx8Lo8 #sell balmer lawrie & co. ltd. at Rs.101.80 #BALMLAWRIE #FinTech #MachineLearning  #stocks #trading #India #charts #ML #AI https://t.co/DSvh69YnLZ;neutral
718;110902;2020-04-18 18:18:45+00:00;"RT @charliebilello: Big tech returns in 2008...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%

Returns in 2020...
$MSFT: +14%
$AAPL: -3%…";neutral
1002;205027;2020-04-26 17:47:08+00:00;"US Stocks At 5-Day High [24-Apr]:

$DJIA: 33% ⇧ ► https://t.co/YgRteIQKca
$SPX:  44% ⇧ ► https://t.co/DqmNkSEm1j
$MID:  51% ⇧ ► https://t.co/qt5HiYg2vw
$SML:  43% ⇧ ► https://t.co/cW4c3xvv0r

https://t.co/4b93yYPrfh";neutral
497;845641;2020-07-10 15:47:18+00:00;Pelham Long/Short Master Fund Limited short position in WM MORRISON SUPERMARKETS up 0.14% to 1.65% #MRW $MRW #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #Short https://t.co/vM411LdLkR;negative
638;402514;2020-06-03 12:55:59+00:00;RT @AlexDelarge6553: Dont look now $tlss up premarket 6% wouldnt merger news with $amzn be perfect for all those people who sold for a loss…;positive
72;449814;2020-06-08 19:12:55+00:00;$BYND is up 20% since our entry from last week. Price blasted through one PLL zone today and stopped at the second. You want so see support at the PLL zone above 150$ from now on. #stocks https://t.co/C0CaebstL5;positive
330;636455;2020-06-24 20:20:49+00:00;RT @AlmondConfirmed: I wonder why neither Apple nor Fitbit have been able to release a similar functionality to help with virus detection.…;negative
156;822979;2020-07-09 21:40:05+00:00;"RT @warrior16win: $HDii lot more green 🤑 coming on this summer monster 💥🚀
Welcome to the new #banktank members 🦾
🟢🟢🟢🟢🟢🟢
#asia #twitter #tru…";positive
586;745144;2020-07-02 21:18:58+00:00;RT @musicnews360: Wisconsin senator proposes replacing Columbus ... $AAPL $AMZN $BTC $ETH $FB $GOOG $MSFT $QQQ $SPY $TSLA #cnbc #foxbusines…;neutral
487;672775;2020-06-26 15:11:42+00:00;Microsoft to permanently close all of its retail stores https://t.co/e0bIUI4JLS $MSFT;negative
967;511207;2020-06-13 13:38:02+00:00;RT @SeekingAlpha: $AAPL $ADS $ALGN - Stocks To Watch: Spotlight On EVs, Shipping And Hertz. https://t.co/ugbX7XfrRV #stockmarket #economy #…;neutral
574;587376;2020-06-19 11:39:47+00:00;"Everyday #optimism +1% 
before market open $SPX $NDX

Futures climb on optimism over swift recovery https://t.co/hTjepmWXS8";positive
742;715511;2020-06-30 18:15:39+00:00;"RT @TheDomino: .@Tesla $TSLA market value just went over $200 billion for the first time ever...

Making it worth as much as Disney $DIS or…";positive
2;413231;2020-06-04 15:41:45+00:00;Net issuance increases to fund fiscal programs > yields spike higher > risk off: #stocks and #EMFX correct lower > #Fed comes in with #YCC > stocks to new all time highs with 20% unemployment and -25% GDP. Fin.;positive
1133;857780;2020-07-11 15:55:49+00:00;RT @JohnTocci: I don’t know who needs to hear this, but $AMZN is ridiculously overvalued at the current price.;negative
907;365947;2020-05-31 20:33:34+00:00;@amazon $AMZN stock is gonna tank tomorrow;positive
811;219416;2020-04-27 10:47:54+00:00;"Interesting read on the effects of USO's restructuring as well as increases to margin requirements which happened last week. #stocks #StockMarket #trading #investing #WallStreet #bolsa #BolsaMx #Nifty #sensex  
https://t.co/GTDQdVsBPq https://t.co/ignEhnahGs";positive
1206;574859;2020-06-18 04:00:01+00:00;"S&P 500 | $SPX | $SPX500 $USD

SPX CORRECTIVE WAVE C

Long or short it with BTC on Trade8: https://t.co/MIe9xn4UCg https://t.co/MynXzOcXHI";neutral
616;470903;2020-06-09 11:00:50+00:00;MCCORMICK & CO /SH NV $MKC Expected to Post Earnings of $1.11 Per Share https://t.co/I1YYoUgoJ3 #stocks;positive
735;709559;2020-06-29 03:55:19+00:00;RT @Fxhedgers: FACEBOOK'S ZUCKERBERG WAS REPORTEDLY TALKED OUT OF MAKING MOVES AGAINST TRUMP AS FAR BACK AS 2015 - DJ $FB;negative
678;460954;2020-06-09 21:47:18+00:00;$MET Metlife #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/yLie0GnIqK https://t.co/o4ETbe07bb;neutral
731;273468;2020-05-04 04:23:42+00:00;"RT @WallStSai: $UNH $HUM $CI $ANTM $CNC $MOH $CVS 
Big uptick in government business is in store for private health plans like Anthem, Cent…";positive
133;374032;2020-06-01 16:45:56+00:00;@lovepennies1 thanks for following me! Tell your friends about our group the Head Trader Rico used to work on Wall Street for over 20 yrs! Amy Trader/TA #stocks;positive
520;308619;2020-05-07 15:36:52+00:00;"#stockedgeclub 
#biocon stock is in bull market after sharp rally it is consolidating in a ascending triangle , RSI & MACD bullish
staying above mid bol 350 stock may anytime resume upmove and once it breaks above upper bol 371 it can create new high
#NSE #Stocks https://t.co/FdkmLhXO8F";positive
1213;531357;2020-06-15 10:22:07+00:00;RT @michael_venuto: The Bank of Japan owns nearly 80% of all ETF assets in the country. #stocks #markets #economy #investing #financialserv…;positive
711;644432;2020-06-24 13:00:03+00:00;"RT @Submarineering: #AI #biotech #Robotics #nanotechnology  #fintech  #Brexit #TradeWar #stoxx #Ibex35 #trading 
#nasdaq #sp500 #spx $spy #…";neutral
80;615427;2020-06-22 10:43:13+00:00;"RT @t0_the_mo0n_: Top stocks to buy this week(in order)-

1- $KTOV huge announcements coming this week 🚀📈
2- $IDEX
3- $BIOC
4- $XSPA
5- $SH…";positive
875;299226;2020-05-06 11:19:23+00:00;"#MarketUpdate 📊 (May 6th)

Tomorrow we have a Bank of England #interestrate decision and Friday's #NFP numbers are expected to be record-breaking. 
 
We review the #SP500, Silver and #NZDJPY from Monday and take a new look and #SGDJPY.

https://t.co/eOXWxo8we6";neutral
265;913994;2020-07-15 15:08:53+00:00;"RT @HarmonicCharts: #Harmonics #Charts #trading $SPX #SPX #ES_F $ES $ES_F $SPY $DOW #DOW $QQQ $DIA $YM $RTY $RUT #DAX #FTSE $NQ #NQ

Purple…";neutral
1056;209408;2020-04-26 01:10:42+00:00;"RT @fboLoud: Invest in 🇺🇸American-Centric Stocks

#Tesla received $4.9 billion in subsidies from taxpayers
How much to China?

Tesla's Tran…";positive
64;445012;2020-06-07 06:28:55+00:00;Analysts Expect GreenSky Inc $GSKY Will Announce Quarterly Sales of $104.06 Million https://t.co/lI3jhYZz97 #stocks;neutral
791;814552;2020-07-08 14:15:10+00:00;@chigrl SELL EVERYTHING AND BUY $AMZN;neutral
1022;88463;2020-04-16 13:03:24+00:00;"$UNH
UnitedHealth Group
Target Raised byCowen$281.68$320.00 ➝ $340.00Positive ➝ Outperform";positive
681;753632;2020-07-02 13:15:06+00:00;RT @AdamMancini4: I posted yesterday 3130 was target above 3100 in $SPX and its been hit exactly. Above here targets 3200, but bears have a…;neutral
659;53156;2020-04-14 15:57:31+00:00;RT @AdamMancini4: In this 3 week $SPX rally we've only had 1 pullback lasting more than one day from March 31-April 1. For the next one- id…;positive
45;452658;2020-06-08 15:43:34+00:00;"RT @conkers3: @HTVIOLA @wheeliedealer Thank u4 such generous feedback Henry👏

Pete & I are focused on #learning & #improving our #investing…";positive
528;241670;2020-04-29 20:25:10+00:00;@SlowdownAhead @BluedeerC $msft $goog $FB earnings and their positive tone means nothing. They are hugely dependent on macro economy and should not be the ones we lean on to forecast economy.;positive
690;121850;2020-04-19 09:27:18+00:00;"Best trading books|How to keep stop loss? https://t.co/CsO5ltfkO4 via @YouTube
#nifty,#intraday,#investment,#Stocks,#crash,#stockmarket,#doublebottom,#technicalanalysis #stockholm #stocks #stockings #stockmarket #trading #investing #reliance";neutral
106;71099;2020-04-15 13:49:55+00:00;"$WMT tends to act quite strong during recessions...

Something to keep in mind for the ppl pointing to $AMZN as a reason to be bullish on the economy...

Despite its worthless industry classification, most don't use it as a 'discretionary'... It's $WMT online...";positive
855;358405;2020-05-29 03:22:36+00:00;"#Stocks by Rockers. Rush, lyrics by Peart - Lessons taught but never learned.
All around us anger burns.
Guide the future by the past.
Long ago the mold was cast.

#knowyourlevels #makeitrain 
#patience
$DIA $SPX $SPY $QQQ $IWM $TSLA $FB $AAPL $AMZN $NVDA $NFLX $GOOG #FANG #BANG";negative
715;242185;2020-04-29 20:14:11+00:00;$MSFT and $FB have not given any out look yet.. u need to see what they say going forward;neutral
1183;338147;2020-05-28 18:51:27+00:00;"$JPM:

New SEC Filing for $JPM: Form 424B2 (No. 0001615774-20-006297):

https://t.co/d5U9J0CxhF";neutral
762;360757;2020-05-30 19:23:15+00:00;"$NERV down 72%! Overpanic, OVERSOLD!!!📈🍾💸🛒
 $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BB $HSBC $LYG $TEVA $C $OXY $JNJ $LYFT $LK $ZM https://t.co/GwNBPlqb3j";negative
174;35371;2020-04-13 19:27:49+00:00;"BOOM 💰💰 Come Join US 
$fb $aapl $amzn $nflx $googl $bidu $roku $spy $amd $nvda $tsla $ba $baba $shop For  Daily Powerful Watchlist, Swing & Day Option Trading Alerts  Paypal monthly link in bio, $149.99 DM for biweekly link $84.99 #trading #optionstrader #Money https://t.co/JBhVUeanhi";positive
435;293685;2020-05-06 18:04:18+00:00;"RT @williamoneilco: ""Be patient, keep studying, and be 100% prepared. Later, at the least expected time, when all the news is terrible, win…";positive
1253;552005;2020-06-17 19:15:58+00:00;Never seen a chart screaming BUY like $MSFT https://t.co/cqTC6zw38n;positive
372;897554;2020-07-14 14:59:12+00:00;"$RIGL Shredding Scans This Morning 🔥

Our Entry Target Was The Break Of $3.60 Here 🎯

Expecting Decent Upside But No One Predicted $5.24 😤🤯🔥

Hope Everyone’s Having A Successful Trading Day Out There 🙏

$EBON $IMV $PRCP $INMB $EQ $ICON $ALT #stocks #pennystocks #stockalerts https://t.co/pyeAsIBoo0";positive
698;726538;2020-06-30 01:04:28+00:00;"$2173 a day keeps the 9 to 5 away.

Don't miss out, buy my stock course & learn investing, become Financially Free With Stocks - Video Course  on @GUMROAD https://t.co/ctm70UM0Rd

#stocks $fb $aal $ba $mtch $tsla $twtr https://t.co/TOF4Yg16f1";positive
1065;176209;2020-04-23 11:35:32+00:00;RT @getvolatility: Cheap call option upside: $CCL calls cheaper than 88% of history, $BIIB 88%, $HD 88%, $NCLH 88%, $HAL 88%, $WMB 88%, $W…;positive
559;20295;2020-04-10 02:26:23+00:00;"RT @hrgupta12: WEEKEND FOLLOWS

#investing #Investment #investors #stocks 

@dmuthuk

@AnilSinghvi_

 @trailingtrades
 
@ravi__mehata88

@C…";neutral
657;96211;2020-04-17 19:19:03+00:00;Alcoa $AA PT Lowered to $14.00 at JPMorgan Chase & Co. https://t.co/gVyp4WTFK4 #stocks;negative
504;301821;2020-05-06 03:15:05+00:00;Huge variation: Mead Johnson Nutrition Company $MJN 70.72 up 4.12% 4:02pm https://t.co/Pa7hlovGSJ  #stocks;positive
1014;404047;2020-06-03 10:02:27+00:00;"#KEC 233 15% RETURN SO FAR

ENJOY HAPPY INVESTING

SUSTAINING 233 CAN HEAD TOWARDS 250

#TECHNICALANALYSIS #STOCKS #STOCKMARKET #NIFTY #INVESTMENTS https://t.co/E5eCHjwCkE";positive
878;602497;2020-06-21 07:42:48+00:00;"RT @moneycontrolcom: #MarketsWithMC | Good days ahead for Indian chemicals industry; experts bet on these 10 stocks 👇✍️

#Stocks #StocksToW…";positive
524;906867;2020-07-14 00:53:41+00:00;"#Stocks suffered a huge technical damage today after markets got spooked by California shutdown

We see what upside down hammer means on the hourly chart. Our daily chart has the same hammer

Is this a bear trap or a major turning point?

#StockMarket https://t.co/WSwrMFC0WF";negative
981;917612;2020-07-15 12:02:41+00:00;"RT @NorthmanTrader: Each vaccine optimism headline is worth 1% on $ES.
There are 150 vaccine studies. 
That should get us to $SPX 5000 by t…";positive
1018;879928;2020-07-13 14:55:45+00:00;@JustinPulitzer $AAPL, Still early, but looking for a look above and fail at the 161.8 fib extension at 398.05 of the previous Feb. high to the March low.;negative
17;310725;2020-05-07 13:10:28+00:00;"RT @ForecastCity: Latest #EURNZD #TradeIdeas & #TechnicalAnalysis is FREE now!

2686 pip #Profit in 82 days!

#Euro #EUR #NZD #Money #Forex…";positive
148;848212;2020-07-10 13:30:07+00:00;$TRNE - Trine: Riding With Cable Cowboy's Sidekick. https://t.co/ZO8qpPfLW0 #finance #stocks #investing;positive
738;602096;2020-06-21 10:01:30+00:00;"RT stock_family: https://t.co/gJmA3QYHha

$SPY $EEM $GLD $VXX 👁👁 - https://t.co/YWb0YTEzG0 #options #stockmarket #daytrader #stocktrading #stockoptions #news #stocks #OptionsTrading $aapl $spy $amd";neutral
932;716282;2020-06-30 17:23:28+00:00;"$JPM:

New SEC Filing for $JPM: Form 424B2 (No. 0001615774-20-007789):

https://t.co/AaOQbVGVQb";neutral
1101;780872;2020-07-06 17:27:29+00:00;So who bought $AMZN in March when it was in the $1600s? It’s over $3000 now. Wild!;positive
1171;693579;2020-06-28 08:42:35+00:00;"RT @MarketRebels: Zuckerberg loses $7 billion as companies boycott $FB ads
https://t.co/zI1b40gyxZ";negative
521;914118;2020-07-15 15:02:06+00:00;"$DIS
Above $115 this looked like it wanted above $120! 
Got above $115, hit $120, retested $115, now above $120. 
I could see it trade in range of $120 to $130. https://t.co/bZlLZLhQoj https://t.co/RRSB34FJhr";positive
557;621170;2020-06-23 19:40:19+00:00;"Does your life long understanding of games prevent you from winning in the stock market?

https://t.co/ZqAxeGfzLw

$SPX $SPY $QQQ $DJIA $STUDY";neutral
340;405556;2020-06-03 04:33:32+00:00;7 Investing Principals #Investing #StockMarket #Retirement #Stocks #Bonds Download our free guide https://t.co/yWXwHQvLLK https://t.co/NHLyu8NgBr;neutral
926;454995;2020-06-08 13:06:25+00:00;@cnbc #stocks it's simple Cramer stocks sold off because people wanted liquidity then when the coast was clear they bought back in. And those of us lower income where able to buy in because of covid.;positive
42;572226;2020-06-18 11:28:55+00:00;RT @SheepKnowMore: Fake outrage. $FB is an invaluable Deep State election-interference tool. Tantrums like this by their #FakeNews media al…;negative
161;644848;2020-06-24 12:25:51+00:00;"Booz Allen Hamilton: A Market Leader But Overvalued https://t.co/Ah8KKs9a5l via @dividendpower1 
$BAH #dividends #stocks #retirement #invest #personalfinance #defense";positive
518;564323;2020-06-18 21:23:54+00:00;RT @SorabNY: Today’s profit $544  $spy $spx $tsla $ba $amzn #Daytrading  #News #Invest #investing #Finance #Money #Life #NewYork #wallstree…;positive
57;755186;2020-07-02 11:00:01+00:00;"📺Available now to view on demand: Cycles In The Time of #COVIDー19, with @bcaresearch's strategist, Mathieu Savary. Watch the webinar now 👉  https://t.co/M7ViH92nFC .
#bonds #stocks #investors #funds. https://t.co/yZUCaLqWGu";neutral
1149;628836;2020-06-23 12:55:38+00:00;"My IRA +47% YTD gain breakdown

Stock 64%
Options 36%

Realized 82%
Unrealized 18%

Top contributors 
❇️ Stocks
$NVDA 19% (of course, right?)
$TSLA 9%
$TTD 9%
$NVTA 8%
$BA 7%

❇️ Options
$GOOGL 11%
$AMZN 10%
$SPY 5%
$BAC 4%
$GS 3%

Misc 13% https://t.co/fRbCcyaM66";positive
282;347531;2020-05-28 02:40:54+00:00;"RT @RodBoydILM: $FB is becoming indistinguishable from Fox News. 
Or is it the other way around?";neutral
1157;672348;2020-06-26 15:35:01+00:00;"RT @DividedBrothers: 📗Brothers Divided by J.W. Worsham is ONLY $9.99 to download on        
📗Barnes & Noble Nook
https://t.co/ib6fUnqpyI
#B…";neutral
798;792050;2020-07-07 21:10:38+00:00;$AAPL #patent 10,707,699 Interphase transformer based rectifier for wireless power transfer #tech #IP #research https://t.co/DIr8TObqln https://t.co/y3Y1OjiK01;neutral
216;768740;2020-07-04 15:00:52+00:00;Daddy needs to break even on $DIS. Come on Disney PR team, you know what to do Monday morning! #Hamilton;positive
1009;572796;2020-06-18 10:10:33+00:00;$AWOX #AwoX SA AWOX - BUY | EUR2(+125%) A new name, a new number of shares, a new listing place: all sounds good to us.: AWOX - BUY | EUR2(+125%) A new name, a new number of shares, a new listing place: all sounds good to us. Capitalize… https://t.co/NcvCz8eqQQ #equity #stocks https://t.co/iR1S9w2ewA;positive
566;594193;2020-06-20 15:03:42+00:00;"RT @ElCryptoChief: Apple | $AAPL

AAPL

Long or short it with BTC on Trade8: https://t.co/Ox1Y3JpUaD https://t.co/CzT2cxTk2g";neutral
1088;187924;2020-04-24 14:42:05+00:00;Restaurant Brands International $QSR – Research Analysts’ Weekly Ratings Changes https://t.co/SfeHSvChMT #stocks;neutral
224;52400;2020-04-14 16:36:28+00:00;S&P 500 E-mini #Futures #ES_F Up 66.75 Points (2.42%) to 2,826 #SP500 $SPX #Financial #market #Capital #stocks #StockMarket https://t.co/mzotIguudf;positive
344;925662;2020-07-16 21:03:01+00:00;"Watching Mark Zuckerberg interview Dr. Fauci on Facebook Live $FB #COVID19 
https://t.co/QuOzCOfasb https://t.co/DQEfxFaIIX";neutral
